Juvenile Justice Outreach Services,"12,318,836","-414,106","11,904,730"
Child Abuse and Neglect Intervention,"9,199,620","3,430,502","12,630,122"
Community Based Prevention Programs,"7,631,690","224,512","7,856,202"
Family Violence Outreach and Counseling,"2,316,969","1,141,641","3,458,610"
Supportive Housing,"18,479,526","1,360,786","19,840,312"
No Nexus Special Education,"1,662,733","489,128","2,151,861"
Family Preservation Services,"5,808,601","240,973","6,049,574"
Substance Abuse Treatment,"9,696,273","120,023","9,816,296"
Child Welfare Support Services,"2,339,675","-420,900","1,918,775"
Board and Care for Children - Adoption,"96,346,170","759,238","97,105,408"
Board and Care for Children - Foster,"128,733,472","9,354,360","138,087,832"
Board and Care for Children - Short-term and Residential,"102,579,761","-6,135,762","96,443,999"
Individualized Family Supports,"9,696,350","-3,172,734","6,523,616"
Community Kidcare,"37,912,186","2,984,469","40,896,655"
Covenant to Care,"140,487","15,113","155,600"
Neighborhood Center,"207,047","-207,047",0
TOTAL-General Fund,"794,842,146","8,754,581","803,596,727"
TOTAL - ALL FUNDS,"794,842,146","8,754,581","803,596,727"
,FUNDING ADJUSTMENTS,,
,,,FY 2018
• Provide Funding for Juan F. Compliance,,,"13,373,728"
,"Funding is provided to restore prior reductions that have negatively impacted access to proven services, to support equity through implementation of effective",,
"programming in geographic locations where services are lacking, and to expand opportunities for wait-listed services that have proven successful.",,,
• Adjust for Increased Day Care Costs,,,"3,375,821"
,Funds are provided to support additional child day care costs on behalf of children in foster care or in-home settings in response to the Care 4 Kids program,,
ceasing to accept new applications from working families under priority group 4.,,,
• Re-estimate Caseload Driven and Other Expenditures,,,"-1,998,675"
,,,
B-67,,,
,,,
"Reflects updated expenditure projections for out-of-home care (adoption, subsidized guardianship, foster care, residential and no-nexus special education),",,,
"individualized payments, and a revised cost estimate for Workers' Compensation Claims.",,,
,,,
• Close Connecticut Juvenile Training School,"-1,637,827",,
"Reflects a downsizing of the facility in FY 2018 and its closure by July 1, 2018.  Savings are partially offset by increased costs for community based services and",,,
congregate care placements.,,,
• Annualize FY 2017 Holdbacks and Rescissions,"-1,496,767",,
• Rightsize Congregate Care Bed Capacity,"-1,487,630",,
Reduce funding for short-term assessment and respite homes to reflect utilization below capacity.,,,
• Reduce Funding to Align with Available Resources,"-1,013,254",,
"Funding is reduced by 10% for Juvenile Justice Outreach Services, Homeless Youth, and Regional Behavioral Health Consultation.",,,
• Eliminate Funding for Lower Priority Contracted Services,"-266,820",,
Funding is removed for programs that are not essential to the department's core mission.  These include grants to: African Carribean American Parents of Children,,,
"with Disabilities, Children's Community Programs of CT, Ana Grace Project; and services for pregnant incarcerated women.",,,
• Eliminate Community Kidcare Prevention Funding,"-93,995",,
Reflects elimination of unobligated funds and sunsetting of the CTparenting.com website.,,,
,,,
B-68,,,
,,,
JUDICIAL DEPARTMENT,,,
,,,
AGENCY SUMMARY,,,
,,,
,FY 2017,FY 2018,FY 2018
Financial Summary,Appropriated,Adjustment,Allocation
GENERAL FUND,,,
Personal Services,"350,277,435","-39,396,136","310,881,299"
Other Expenses,"62,021,594","-2,250,289","59,771,305"
Forensic Sex Evidence Exams,"1,348,010",0,"1,348,010"
Alternative Incarceration Program,"52,747,603","-5,274,760","47,472,843"
"Justice Education Center, Inc.","466,217","-466,217",0
Juvenile Alternative Incarceration,"25,788,309","-5,104,851","20,683,458"
Juvenile Justice Centers,"2,786,379","-2,786,379",0
Probate Court,"6,000,000","-1,550,000","4,450,000"
Workers' Compensation Claims,"6,042,106",0,"6,042,106"
Youthful Offender Services,"13,311,287","-2,865,732","10,445,555"
Victim Security Account,"8,792",0,"8,792"
Children of Incarcerated Parents,"544,503","-54,450","490,053"
Legal Aid,"1,552,382",0,"1,552,382"
Youth Violence Initiative,"1,925,318","-192,532","1,732,786"
Youth Services Prevention,"3,187,174","-479,000","2,708,174"
Children's Law Center,"102,717","-10,272","92,445"
Juvenile Planning,"233,792","-23,379","210,413"
TOTAL-General Fund,"528,343,618","-60,453,997","467,889,621"
BANKING FUND,,,
Foreclosure Mediation Program,"6,350,389","-2,739,824","3,610,565"
TOTAL-Banking Fund,"6,350,389","-2,739,824","3,610,565"
CRIMINAL INJURIES COMPENSATION FUND,,,
Criminal Injuries Compensation,"2,934,088",0,"2,934,088"
TOTAL-Criminal Injuries Compensation Fund,"2,934,088",0,"2,934,088"
TOTAL - ALL FUNDS,"537,628,095","-63,193,821","474,434,274"
,FUNDING ADJUSTMENTS,,
,,,FY 2018
• Provide Funding for Statutory FY 2018 Judges' Salary Increases,,,"1,480,333"
"Funding is provided to comply with Public Act 16-3 (May Spec. Sess.), which increases judges' salaries effective July 1, 2017.",,,
• Annualize Savings Due to Opening of the Torrington Courthouse,,,"800,788"
• Annualize the Cost of Contracts for Parking and Privatization of Property Management and Building Security,,,"58,320"
• Reflect Growth In Probate Court Administration Fund Balance,,,"-1,000,000"
• Adjust Appropriation to Reflect Declining Foreclosure Mediation Caseloads - Banking Fund,,,"-2,739,824"
• Adjust Personal Services Funding to Reflect FY 2017 Expenditure Levels,,,"-17,971,915"
• Annualize FY 2017 Holdback,,,"-19,994,773"
"To align budget growth with available resources, funding is reduced to reflect the continuation of allocated bottom-line lapses contained in Public Act 16-2 (May",,,
Spec. Sess.).,,,
,,,
B-69,,,
,,,
• Achieve Efficiencies in Various Accounts,"-23,826,750",,
"Reflects FY 2017 expenditure levels in Personal Services, aligns funding with available resources in Other Expenses, eliminates funding for the Justice Education",,,
"Center, Inc., account, and reduces the Alternative Incarceration Programs, Children of Incarcerated Parents, Youth Violence Initiative, Cihldren's Law Center,",,,
Juvenile Planning accounts by 10%.,,,
,,,
B-70,,,
,,,
PUBLIC DEFENDER SERVICES COMMISSION,,,
,,,
AGENCY SUMMARY,,,
,,,
,FY 2017,FY 2018,FY 2018
Financial Summary,Appropriated,Adjustment,Allocation
GENERAL FUND,,,
Personal Services,"39,491,615","-476,285","39,015,330"
Other Expenses,"1,336,440","-310,577","1,025,863"
Assigned Counsel - Criminal,"21,454,202","895,859","22,350,061"
Expert Witnesses,"3,153,478","47,044","3,200,522"
Training And Education,"119,748","-29,748","90,000"
TOTAL-General Fund,"65,555,483","126,293","65,681,776"
TOTAL - ALL FUNDS,"65,555,483","126,293","65,681,776"
,FUNDING ADJUSTMENTS,,
,,,FY 2018
• Annualize FY 2017 Holdbacks,,,"-2,480,898"
,"To align budget growth with available resources, funding is reduced to reflect the continuation of allocated bottom-line lapses contained in Public Act 16-2 (May",,
Spec. Sess.).,,,
• Achieve Efficiencies in Various Accounts,,,"-1,389,748"
,"Reflects FY 2017 expenditure levels in Personal Services, aligns funding with available resources in Other Expenses, and reduces the Training and Education",,
account by 25%.,,,
• Annualize FY 2017 Deficiency,,,"3,996,939"
,,,
B-71,,,
,,,
DEBT SERVICE - STATE TREASURER,,,
,,,
AGENCY SUMMARY,,,
,,,
,FY 2017,FY 2018,FY 2018
Financial Summary,Appropriated,Adjustment,Allocation
GENERAL FUND,,,
Debt Service,"1,765,932,976","215,161,041","1,981,094,017"
UConn 2000 - Debt Service,"172,057,219","17,469,034","189,526,253"
CHEFA Day Care Security,"5,500,000",0,"5,500,000"
Pension Obligation Bonds - TRB,"119,597,971","20,621,050","140,219,021"
TOTAL-General Fund,"2,063,088,166","253,251,125","2,316,339,291"
SPECIAL TRANSPORTATION FUND,,,
Debt Service,"562,993,251","51,686,687","614,679,938"
TOTAL-Special Transportation Fund,"562,993,251","51,686,687","614,679,938"
TOTAL - ALL FUNDS,"2,626,081,417","304,937,812","2,931,019,229"
,,,
B-72,,,
,,,
STATE COMPTROLLER - MISCELLANEOUS,,,
,,,
AGENCY SUMMARY,,,
,,,
,FY 2017,FY 2018,FY 2018
Financial Summary,Appropriated,Adjustment,Allocation
GENERAL FUND,,,
Adjudicated Claims,0,0,0
Nonfunctional - Change to Accruals,"13,392,147","-12,846,008","546,139"
TOTAL-General Fund,"13,392,147","-12,846,008","546,139"
SPECIAL TRANSPORTATION FUND,,,
Nonfunctional - Change to Accruals,"1,629,447","-954,045","675,402"
TOTAL-Special Transportation Fund,"1,629,447","-954,045","675,402"
BANKING FUND,,,
Nonfunctional - Change to Accruals,"95,178",0,"95,178"
TOTAL-Banking Fund,"95,178",0,"95,178"
INSURANCE FUND,,,
Nonfunctional - Change to Accruals,"116,945",0,"116,945"
TOTAL-Insurance Fund,"116,945",0,"116,945"
CONSUMER COUNSEL/PUBLIC UTILITY FUND,,,
Nonfunctional - Change to Accruals,"89,658",0,"89,658"
TOTAL-Consumer Counsel/Public Utility Fund,"89,658",0,"89,658"
WORKERS' COMPENSATION FUND,,,
Nonfunctional - Change to Accruals,"72,298",0,"72,298"
TOTAL-Workers' Compensation Fund,"72,298",0,"72,298"
REGIONAL MARKET OPERATION FUND,,,
Nonfunctional - Change to Accruals,"2,845",0,"2,845"
TOTAL-Regional Market Operation Fund,"2,845",0,"2,845"
TOTAL - ALL FUNDS,"15,398,518","-13,800,053","1,598,465"
,FUNDING ADJUSTMENTS,,
,,,FY 2018
• Update GAAP Estimate - General Fund,,,"-12,846,008"
• Update GAAP Estimate - Special Transportation Fund,,,"-954,045"
,,,
B-73,,,
,,,
STATE COMPTROLLER - FRINGE BENEFITS,,,
,,,
AGENCY SUMMARY,,,
,,,
,FY 2017,FY 2018,FY 2018
Financial Summary,Appropriated,Adjustment,Allocation
GENERAL FUND,,,
Unemployment Compensation,"6,348,001","1,277,600","7,625,601"
State Employees Retirement Contributions,"1,124,661,963","77,509,720","1,202,171,683"
Higher Education Alternative Retirement System,"4,924,234","-4,923,234","1,000"
Pensions and Retirements - Other Statutory,"1,760,804","-154,008","1,606,796"
Judges and Compensation Commissioners Retirement,"19,163,487","6,294,423","25,457,910"
Insurance - Group Life,"7,867,871","119,129","7,987,000"
Employers Social Security Tax,"227,723,020","-22,399,200","205,323,820"
State Employees Health Service Cost,"693,865,044","-14,263,056","679,601,988"
Retired State Employees Health Service Cost,"731,109,000","53,790,000","784,899,000"
Tuition Reimbursement - Training and Travel,0,"115,000","115,000"
Other Post Employment Benefits,0,"114,000,000","114,000,000"
TOTAL-General Fund,"2,817,423,424","211,366,374","3,028,789,798"
SPECIAL TRANSPORTATION FUND,,,
Unemployment Compensation,"305,000","-100,000","205,000"
State Employees Retirement Contributions,"129,227,978","4,902,022","134,130,000"
Insurance - Group Life,"285,063","-10,063","275,000"
Employers Social Security Tax,"18,178,987","-2,351,400","15,827,587"
State Employees Health Service Cost,"56,549,838","-10,005,232","46,544,606"
Other Post Employment Benefits,0,"6,000,000","6,000,000"
TOTAL-Special Transportation Fund,"204,546,866","-1,564,673","202,982,193"
TOTAL - ALL FUNDS,"3,021,970,290","209,801,701","3,231,771,991"
,FUNDING ADJUSTMENTS,,
,,,FY 2018
• Fund Matching State Share of OPEB Contributions - General Fund,,,"114,000,000"
• Fund Matching State Share of OPEB Contributions - Transportation Fund,,,"6,000,000"
,• Fund The Actuarially Determined Employer Contribution for the State Employee Pension Plan - General Fund,,"77,509,720"
,• Fund The Actuarially Determined Employer Contribution for the State Employee Pension Plan - Transportation Fund,,"4,902,022"
,• Fund The Actuarially Determined Employer Contribution for the Judges and Compensation Commissioners Pension Plan,,"6,294,423"
• Adjust Funding for Fringe Benefits - General Fund,,,"13,439,731"
• Adjust Funding for Fringe Benefits - Transportation Fund,,,"-14,137,395"
• Adjust for Net Impact of Position Changes - General Fund,,,"7,500"
• Adjust for Net Impact of Position Changes - Transportation Fund,,,"1,670,700"
• Transfer Tuition & Reimbursement Funds for Settled Collective Bargaining Unit (NP-1),,,"115,000"
,,,
B-74,,,
,,,
RESERVE FOR SALARY ADJUSTMENTS,,,
,,,
AGENCY SUMMARY,,,
,,,
,FY 2017,FY 2018,FY 2018
Financial Summary,Appropriated,Adjustment,Allocation
GENERAL FUND,,,
Reserve For Salary Adjustments,"18,473,255","298,577,508","317,050,763"
TOTAL-General Fund,"18,473,255","298,577,508","317,050,763"
SPECIAL TRANSPORTATION FUND,,,
Reserve For Salary Adjustments,"7,301,186","-5,000,000","2,301,186"
TOTAL-Special Transportation Fund,"7,301,186","-5,000,000","2,301,186"
TOTAL - ALL FUNDS,"25,774,441","293,577,508","319,351,949"
,FUNDING ADJUSTMENTS,,
,,,FY 2018
• Transfer Funding for FY 2017 Costs of Settled NP-1 (State Police) Contract,,,"-8,593,586"
• Adjust Baseline Costs for Anticipated Collective Bargaining Related Costs,,,"6,579,444"
• Adjust Baseline Costs - Transportation Fund,,,"-5,000,000"
• Reflect Cost of Typical Wage Pattern for Unsettled Contracts,,,"300,591,650"
,,,
B-75,,,
,,,
WORKERS' COMPENSATION CLAIMS - DEPARTMENT OF,,,
ADMINISTRATIVE SERVICES,,,
,,,
AGENCY SUMMARY,,,
,,,
,FY 2017,FY 2018,FY 2018
Financial Summary,Appropriated,Adjustment,Allocation
GENERAL FUND,,,
Workers' Compensation Claims,"8,105,530","-500,000","7,605,530"
TOTAL-General Fund,"8,105,530","-500,000","7,605,530"
SPECIAL TRANSPORTATION FUND,,,
Workers' Compensation Claims,"7,223,297","-500,000","6,723,297"
TOTAL-Special Transportation Fund,"7,223,297","-500,000","6,723,297"
TOTAL - ALL FUNDS,"15,328,827","-1,000,000","14,328,827"
,FUNDING ADJUSTMENTS,,
,,,FY 2018
• Reduce Funding for Workers' Compensation Claims,,,"-500,000"
Adjusts funding to reflect FY 2017 spending levels.,,,
• Reduce Funds for Workers' Compensation Claims,,,"-500,000"
Adjusts funding to reflect FY 2017 spending levels.,,,
,,,
B-76,,,
,,,
STATEWIDE - LAPSES,,,
,,,
AGENCY SUMMARY,,,
,,,
,FY 2017,FY 2018,FY 2018
Financial Summary,Appropriated,Adjustment,Allocation
GENERAL FUND,,,
Unallocated Lapse,"-94,476,192","94,476,192",0
Unallocated Lapse - Legislative,"-3,028,105","3,028,105",0
Unallocated Lapse - Judicial,"-7,400,672","7,400,672",0
General Lapse - Judicial,"-15,075,000","15,075,000",0
Municipal Opportunities and Regional Efficiencies Program,"-20,000,000","20,000,000",0
Targeted Savings,"-68,848,968","68,848,968",0
Other Allocated Lapses,0,0,0
Arts and Tourism Lapse,"-500,000","500,000",0
Labor - Management Savings,0,"-700,000,000","-700,000,000"
TOTAL-General Fund,"-209,328,937","-490,671,063","-700,000,000"
SPECIAL TRANSPORTATION FUND,,,
Unallocated Lapse,"-12,000,000","12,000,000",0
Other Allocated Lapses,0,0,0
TOTAL-Special Transportation Fund,"-12,000,000","12,000,000",0
TOTAL - ALL FUNDS,"-221,328,937","-478,671,063","-700,000,000"
,FUNDING ADJUSTMENTS,,
,,,FY 2018
• Annualize FY 2017 Holdbacks - GF,,,"209,328,937"
Reflects the allocation of FY 2017 holdbacks to specific appropriations.,,,
• Achieve Labor Savings,,,"-700,000,000"
Reflects savings as a result of the pending SEBAC 2017 labor agreement.,,,
• Annualize FY 2017 Holdbacks - STF,,,"12,000,000"
,,,
B-77,,,
